Pays,Lat,Long,Date,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
Chypre,34.982301,33.145128,2020-03-18,49,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-17,46,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-16,33,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-15,26,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-14,26,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-13,14,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-12,6,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-11,6,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-10,3,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-09,2,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-04-28,2047,63,1232,3.08,60.19,36.74
Croatie,45.673257,16.483329,2020-04-27,2039,59,1166,2.89,57.18,39.92
Croatie,45.673257,16.483329,2020-04-26,2030,55,1103,2.71,54.33,42.96
Croatie,45.673257,16.483329,2020-04-25,2016,54,1034,2.68,51.29,46.03
Croatie,45.673257,16.483329,2020-04-24,2009,51,982,2.54,48.88,48.58
Croatie,45.673257,16.483329,2020-04-23,1981,50,883,2.52,44.57,52.90
Croatie,45.673257,16.483329,2020-04-22,1950,48,869,2.46,44.56,52.97
Croatie,45.673257,16.483329,2020-04-21,1908,48,801,2.52,41.98,55.50
Croatie,45.673257,16.483329,2020-04-20,1881,47,771,2.50,40.99,56.51
Croatie,45.673257,16.483329,2020-04-19,1871,47,709,2.51,37.89,59.59
Croatie,45.673257,16.483329,2020-04-18,1832,39,615,2.13,33.57,64.30
Croatie,45.673257,16.483329,2020-04-17,1814,36,600,1.98,33.08,64.94
Croatie,45.673257,16.483329,2020-04-16,1791,35,529,1.95,29.54,68.51
Croatie,45.673257,16.483329,2020-04-15,1741,33,473,1.90,27.17,70.94
Croatie,45.673257,16.483329,2020-04-14,1704,31,415,1.82,24.35,73.83
Croatie,45.673257,16.483329,2020-04-13,1650,25,400,1.52,24.24,74.24
Croatie,45.673257,16.483329,2020-04-12,1600,23,373,1.44,23.31,75.25
Croatie,45.673257,16.483329,2020-04-11,1534,21,323,1.37,21.06,77.57
Croatie,45.673257,16.483329,2020-04-10,1495,21,231,1.40,15.45,83.14
Croatie,45.673257,16.483329,2020-04-09,1407,20,219,1.42,15.57,83.01
Croatie,45.673257,16.483329,2020-04-08,1343,19,179,1.41,13.33,85.26
Croatie,45.673257,16.483329,2020-04-07,1282,18,167,1.40,13.03,85.57
Croatie,45.673257,16.483329,2020-04-06,1222,16,130,1.31,10.64,88.05
Croatie,45.673257,16.483329,2020-04-05,1182,15,125,1.27,10.58,88.16
Croatie,45.673257,16.483329,2020-04-04,1126,12,119,1.07,10.57,88.37
Croatie,45.673257,16.483329,2020-04-03,1079,8,92,0.74,8.53,90.73
Croatie,45.673257,16.483329,2020-04-02,1011,7,88,0.69,8.70,90.60
Croatie,45.673257,16.483329,2020-04-01,963,6,73,0.62,7.58,91.80
Croatie,45.673257,16.483329,2020-03-31,867,6,67,0.69,7.73,91.58
Croatie,45.673257,16.483329,2020-03-30,790,6,67,0.76,8.48,90.76
Croatie,45.673257,16.483329,2020-03-29,713,6,52,0.84,7.29,91.87
Croatie,45.673257,16.483329,2020-03-28,657,5,45,0.76,6.85,92.39
Croatie,45.673257,16.483329,2020-03-27,586,3,37,0.51,6.31,93.17
Croatie,45.673257,16.483329,2020-03-26,495,3,22,0.61,4.44,94.95
Croatie,45.673257,16.483329,2020-03-25,442,1,22,0.23,4.98,94.80
Croatie,45.673257,16.483329,2020-03-24,382,1,5,0.26,1.31,98.43
Croatie,45.673257,16.483329,2020-03-23,315,1,5,0.32,1.59,98.10
Croatie,45.673257,16.483329,2020-03-22,254,1,5,0.39,1.97,97.64
Croatie,45.673257,16.483329,2020-03-21,206,1,5,0.49,2.43,97.09
Croatie,45.673257,16.483329,2020-03-20,128,1,5,0.78,3.91,95.31
Croatie,45.673257,16.483329,2020-03-19,105,1,5,0.95,4.76,94.29
Croatie,45.673257,16.483329,2020-03-18,81,0,4,0.00,4.94,95.06
Croatie,45.673257,16.483329,2020-03-17,65,0,4,0.00,6.15,93.85
Croatie,45.673257,16.483329,2020-03-16,57,0,2,0.00,3.51,96.49
Croatie,45.673257,16.483329,2020-03-15,49,0,1,0.00,2.04,97.96
Croatie,45.673257,16.483329,2020-03-14,38,0,1,0.00,2.63,97.37
Croatie,45.673257,16.483329,2020-03-13,32,0,1,0.00,3.13,96.88
Croatie,45.673257,16.483329,2020-03-12,19,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-11,19,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-10,14,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-09,12,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-08,12,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-07,12,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-06,11,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-05,10,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-04,10,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-03,9,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-02,7,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-03-01,7,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-02-29,6,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-02-28,5,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-02-27,3,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-02-26,3,0,0,0.00,0.00,100.00
Croatie,45.673257,16.483329,2020-02-25,1,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-04-28,8862,434,6132,4.90,69.19,25.91
Danemark,56.131198,9.116544,2020-04-27,8709,427,5970,4.90,68.55,26.55
Danemark,56.131198,9.116544,2020-04-26,8586,422,5816,4.91,67.74,27.35
Danemark,56.131198,9.116544,2020-04-25,8456,418,5680,4.94,67.17,27.89
Danemark,56.131198,9.116544,2020-04-24,8221,403,5537,4.90,67.35,27.75
Danemark,56.131198,9.116544,2020-04-23,8084,394,5395,4.87,66.74,28.39
Danemark,56.131198,9.116544,2020-04-22,7923,384,5098,4.85,64.34,30.81
Danemark,56.131198,9.116544,2020-04-21,7706,370,4711,4.80,61.13,34.06
Danemark,56.131198,9.116544,2020-04-20,7526,364,4323,4.84,57.44,37.72
Danemark,56.131198,9.116544,2020-04-19,7395,355,4152,4.80,56.15,39.05
Danemark,56.131198,9.116544,2020-04-18,7253,346,3858,4.77,53.19,42.04
Danemark,56.131198,9.116544,2020-04-17,7084,336,3400,4.74,48.00,47.26
Danemark,56.131198,9.116544,2020-04-16,6890,321,3034,4.66,44.03,51.31
Danemark,56.131198,9.116544,2020-04-15,6692,309,2759,4.62,41.23,54.15
Danemark,56.131198,9.116544,2020-04-14,6522,299,2526,4.58,38.73,56.69
Danemark,56.131198,9.116544,2020-04-13,6329,285,2246,4.50,35.49,60.01
Danemark,56.131198,9.116544,2020-04-12,6185,273,2134,4.41,34.50,61.08
Danemark,56.131198,9.116544,2020-04-11,6007,260,1966,4.33,32.73,62.94
Danemark,56.131198,9.116544,2020-04-10,5830,247,1784,4.24,30.60,65.16
Danemark,56.131198,9.116544,2020-04-09,5646,237,1747,4.20,30.94,64.86
Danemark,56.131198,9.116544,2020-04-08,5413,218,1632,4.03,30.15,65.82
Danemark,56.131198,9.116544,2020-04-07,5082,203,1501,3.99,29.54,66.47
Danemark,56.131198,9.116544,2020-04-06,4692,187,1382,3.99,29.45,66.56
Danemark,56.131198,9.116544,2020-04-05,4380,179,1330,4.09,30.37,65.55
Danemark,56.131198,9.116544,2020-04-04,4088,161,1286,3.94,31.46,64.60
Danemark,56.131198,9.116544,2020-04-03,3767,139,1196,3.69,31.75,64.56
Danemark,56.131198,9.116544,2020-04-02,3396,123,1091,3.62,32.13,64.25
Danemark,56.131198,9.116544,2020-04-01,3117,104,896,3.34,28.75,67.92
Danemark,56.131198,9.116544,2020-03-31,2870,90,3,3.14,0.10,96.76
Danemark,56.131198,9.116544,2020-03-30,2587,77,3,2.98,0.12,96.91
Danemark,56.131198,9.116544,2020-03-29,2405,72,3,2.99,0.12,96.88
Danemark,56.131198,9.116544,2020-03-28,2211,65,3,2.94,0.14,96.92
Danemark,56.131198,9.116544,2020-03-27,2056,52,3,2.53,0.15,97.32
Danemark,56.131198,9.116544,2020-03-26,1883,41,3,2.18,0.16,97.66
Danemark,56.131198,9.116544,2020-03-25,1730,34,3,1.97,0.17,97.86
Danemark,56.131198,9.116544,2020-03-24,1596,32,3,2.01,0.19,97.81
Danemark,56.131198,9.116544,2020-03-23,1454,24,1,1.65,0.07,98.28
Danemark,56.131198,9.116544,2020-03-22,1399,13,1,0.93,0.07,99.00
Danemark,56.131198,9.116544,2020-03-21,1328,13,1,0.98,0.08,98.95
Danemark,56.131198,9.116544,2020-03-20,1257,9,1,0.72,0.08,99.20
Danemark,56.131198,9.116544,2020-03-19,1153,6,1,0.52,0.09,99.39
Danemark,56.131198,9.116544,2020-03-18,1057,4,1,0.38,0.09,99.53
Danemark,56.131198,9.116544,2020-03-17,977,4,1,0.41,0.10,99.49
Danemark,56.131198,9.116544,2020-03-16,914,3,1,0.33,0.11,99.56
Danemark,56.131198,9.116544,2020-03-15,864,2,1,0.23,0.12,99.65
Danemark,56.131198,9.116544,2020-03-14,827,1,1,0.12,0.12,99.76
Danemark,56.131198,9.116544,2020-03-13,801,0,1,0.00,0.12,99.88
Danemark,56.131198,9.116544,2020-03-12,615,0,1,0.00,0.16,99.84
Danemark,56.131198,9.116544,2020-03-11,442,0,1,0.00,0.23,99.77
Danemark,56.131198,9.116544,2020-03-10,262,0,1,0.00,0.38,99.62
Danemark,56.131198,9.116544,2020-03-09,90,0,1,0.00,1.11,98.89
Danemark,56.131198,9.116544,2020-03-08,35,0,1,0.00,2.86,97.14
Danemark,56.131198,9.116544,2020-03-07,23,0,1,0.00,4.35,95.65
Danemark,56.131198,9.116544,2020-03-06,23,0,1,0.00,4.35,95.65
Danemark,56.131198,9.116544,2020-03-05,10,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-03-04,10,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-03-03,6,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-03-02,4,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-03-01,4,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-02-29,3,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-02-28,1,0,0,0.00,0.00,100.00
Danemark,56.131198,9.116544,2020-02-27,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-04-28,232128,23822,123903,10.26,53.38,36.36
Espagne,40.340856,-3.082582,2020-04-27,229422,23521,120832,10.25,52.67,37.08
Espagne,40.340856,-3.082582,2020-04-26,226629,23190,117727,10.23,51.95,37.82
Espagne,40.340856,-3.082582,2020-04-25,223759,22902,95708,10.24,42.77,46.99
Espagne,40.340856,-3.082582,2020-04-24,219764,22524,92355,10.25,42.02,47.73
Espagne,40.340856,-3.082582,2020-04-23,213024,22157,89250,10.40,41.90,47.70
Espagne,40.340856,-3.082582,2020-04-22,208389,21717,85915,10.42,41.23,48.35
Espagne,40.340856,-3.082582,2020-04-21,204178,21282,82514,10.42,40.41,49.16
Espagne,40.340856,-3.082582,2020-04-20,200210,20852,80587,10.42,40.25,49.33
Espagne,40.340856,-3.082582,2020-04-19,198674,20453,77357,10.29,38.94,50.77
Espagne,40.340856,-3.082582,2020-04-18,191726,20043,74797,10.45,39.01,50.53
Espagne,40.340856,-3.082582,2020-04-17,190839,20002,74797,10.48,39.19,50.33
Espagne,40.340856,-3.082582,2020-04-16,184948,19315,74797,10.44,40.44,49.11
Espagne,40.340856,-3.082582,2020-04-15,177644,18708,70853,10.53,39.88,49.58
Espagne,40.340856,-3.082582,2020-04-14,172541,18056,67504,10.46,39.12,50.41
Espagne,40.340856,-3.082582,2020-04-13,170099,17756,64727,10.44,38.05,51.51
Espagne,40.340856,-3.082582,2020-04-12,166831,17209,62391,10.32,37.40,52.29
Espagne,40.340856,-3.082582,2020-04-11,163027,16606,59109,10.19,36.26,53.56
Espagne,40.340856,-3.082582,2020-04-10,158273,16081,55668,10.16,35.17,54.67
Espagne,40.340856,-3.082582,2020-04-09,153222,15447,52165,10.08,34.05,55.87
Espagne,40.340856,-3.082582,2020-04-08,148220,14792,48021,9.98,32.40,57.62
Espagne,40.340856,-3.082582,2020-04-07,141942,14045,43208,9.89,30.44,59.66
Espagne,40.340856,-3.082582,2020-04-06,136675,13341,40437,9.76,29.59,60.65
Espagne,40.340856,-3.082582,2020-04-05,131646,12641,38080,9.60,28.93,61.47
Espagne,40.340856,-3.082582,2020-04-04,126168,11947,34219,9.47,27.12,63.41
Espagne,40.340856,-3.082582,2020-04-03,119199,11198,30513,9.39,25.60,65.01
Espagne,40.340856,-3.082582,2020-04-02,112065,10348,26743,9.23,23.86,66.90
Espagne,40.340856,-3.082582,2020-04-01,104118,9387,22647,9.02,21.75,69.23
Espagne,40.340856,-3.082582,2020-03-31,95923,8464,19259,8.82,20.08,71.10
Espagne,40.340856,-3.082582,2020-03-30,87956,7716,16780,8.77,19.08,72.15
Espagne,40.340856,-3.082582,2020-03-29,80110,6803,14709,8.49,18.36,73.15
Espagne,40.340856,-3.082582,2020-03-28,73235,5982,12285,8.17,16.77,75.06
Espagne,40.340856,-3.082582,2020-03-27,65719,5138,9357,7.82,14.24,77.94
Espagne,40.340856,-3.082582,2020-03-26,57786,4365,7015,7.55,12.14,80.31
Espagne,40.340856,-3.082582,2020-03-25,49515,3647,5367,7.37,10.84,81.80
Espagne,40.340856,-3.082582,2020-03-24,39885,2808,3794,7.04,9.51,83.45
Espagne,40.340856,-3.082582,2020-03-23,35136,2311,3355,6.58,9.55,83.87
Espagne,40.340856,-3.082582,2020-03-22,28603,1756,2125,6.14,7.43,86.43
Espagne,40.340856,-3.082582,2020-03-21,25374,1375,2125,5.42,8.37,86.21
Espagne,40.340856,-3.082582,2020-03-20,20410,1043,1588,5.11,7.78,87.11
Espagne,40.340856,-3.082582,2020-03-19,17963,830,1107,4.62,6.16,89.22
Espagne,40.340856,-3.082582,2020-03-18,13910,623,1081,4.48,7.77,87.75
Espagne,40.340856,-3.082582,2020-03-17,11748,533,1028,4.54,8.75,86.71
Espagne,40.340856,-3.082582,2020-03-16,9942,342,530,3.44,5.33,91.23
Espagne,40.340856,-3.082582,2020-03-15,7798,289,517,3.71,6.63,89.66
Espagne,40.340856,-3.082582,2020-03-14,6391,195,517,3.05,8.09,88.86
Espagne,40.340856,-3.082582,2020-03-13,5232,133,193,2.54,3.69,93.77
Espagne,40.340856,-3.082582,2020-03-12,3146,86,189,2.73,6.01,91.26
Espagne,40.340856,-3.082582,2020-03-11,2277,54,183,2.37,8.04,89.59
Espagne,40.340856,-3.082582,2020-03-10,1695,35,32,2.06,1.89,96.05
Espagne,40.340856,-3.082582,2020-03-09,1073,28,32,2.61,2.98,94.41
Espagne,40.340856,-3.082582,2020-03-08,673,17,30,2.53,4.46,93.02
Espagne,40.340856,-3.082582,2020-03-07,500,10,30,2.00,6.00,92.00
Espagne,40.340856,-3.082582,2020-03-06,400,5,2,1.25,0.50,98.25
Espagne,40.340856,-3.082582,2020-03-05,259,3,2,1.16,0.77,98.07
Espagne,40.340856,-3.082582,2020-03-04,222,2,2,0.90,0.90,98.20
Espagne,40.340856,-3.082582,2020-03-03,165,1,2,0.61,1.21,98.18
Espagne,40.340856,-3.082582,2020-03-02,120,0,2,0.00,1.67,98.33
Espagne,40.340856,-3.082582,2020-03-01,84,0,2,0.00,2.38,97.62
Espagne,40.340856,-3.082582,2020-02-29,45,0,2,0.00,4.44,95.56
Espagne,40.340856,-3.082582,2020-02-28,32,0,2,0.00,6.25,93.75
Espagne,40.340856,-3.082582,2020-02-27,15,0,2,0.00,13.33,86.67
Espagne,40.340856,-3.082582,2020-02-26,13,0,2,0.00,15.38,84.62
Espagne,40.340856,-3.082582,2020-02-25,6,0,2,0.00,33.33,66.67
Espagne,40.340856,-3.082582,2020-02-24,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-23,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-22,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-21,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-20,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-19,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-18,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-17,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-16,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-15,2,0,2,0.00,100.00,0.00
Espagne,40.340856,-3.082582,2020-02-14,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-13,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-12,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-11,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-10,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-09,2,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-08,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-07,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-06,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-05,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-04,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-03,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-02,1,0,0,0.00,0.00,100.00
Espagne,40.340856,-3.082582,2020-02-01,1,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-04-28,1660,50,240,3.01,14.46,82.53
Estonie,58.752377,25.331907,2020-04-27,1647,50,233,3.04,14.15,82.82
Estonie,58.752377,25.331907,2020-04-26,1643,49,233,2.98,14.18,82.84
Estonie,58.752377,25.331907,2020-04-25,1635,46,228,2.81,13.94,83.24
Estonie,58.752377,25.331907,2020-04-24,1605,46,206,2.87,12.83,84.30
Estonie,58.752377,25.331907,2020-04-23,1592,45,192,2.83,12.06,85.11
Estonie,58.752377,25.331907,2020-04-22,1559,44,184,2.82,11.80,85.38
Estonie,58.752377,25.331907,2020-04-21,1552,43,169,2.77,10.89,86.34
Estonie,58.752377,25.331907,2020-04-20,1535,40,165,2.61,10.75,86.64
Estonie,58.752377,25.331907,2020-04-19,1528,40,164,2.62,10.73,86.65
Estonie,58.752377,25.331907,2020-04-18,1512,38,162,2.51,10.71,86.77
Estonie,58.752377,25.331907,2020-04-17,1459,38,145,2.60,9.94,87.46
Estonie,58.752377,25.331907,2020-04-16,1434,36,133,2.51,9.27,88.21
Estonie,58.752377,25.331907,2020-04-15,1400,35,117,2.50,8.36,89.14
Estonie,58.752377,25.331907,2020-04-14,1373,31,115,2.26,8.38,89.37
Estonie,58.752377,25.331907,2020-04-13,1332,28,102,2.10,7.66,90.24
Estonie,58.752377,25.331907,2020-04-12,1309,25,98,1.91,7.49,90.60
Estonie,58.752377,25.331907,2020-04-11,1304,24,93,1.84,7.13,91.03
Estonie,58.752377,25.331907,2020-04-10,1258,24,93,1.91,7.39,90.70
Estonie,58.752377,25.331907,2020-04-09,1207,24,83,1.99,6.88,91.14
Estonie,58.752377,25.331907,2020-04-08,1185,24,72,2.03,6.08,91.90
Estonie,58.752377,25.331907,2020-04-07,1149,21,69,1.83,6.01,92.17
Estonie,58.752377,25.331907,2020-04-06,1108,19,62,1.71,5.60,92.69
Estonie,58.752377,25.331907,2020-04-05,1097,15,62,1.37,5.65,92.98
Estonie,58.752377,25.331907,2020-04-04,1039,13,59,1.25,5.68,93.07
Estonie,58.752377,25.331907,2020-04-03,961,12,48,1.25,4.99,93.76
Estonie,58.752377,25.331907,2020-04-02,858,11,45,1.28,5.24,93.47
Estonie,58.752377,25.331907,2020-04-01,779,5,33,0.64,4.24,95.12
Estonie,58.752377,25.331907,2020-03-31,745,4,26,0.54,3.49,95.97
Estonie,58.752377,25.331907,2020-03-30,715,3,20,0.42,2.80,96.78
Estonie,58.752377,25.331907,2020-03-29,679,3,20,0.44,2.95,96.61
Estonie,58.752377,25.331907,2020-03-28,645,1,20,0.16,3.10,96.74
Estonie,58.752377,25.331907,2020-03-27,575,1,11,0.17,1.91,97.91
Estonie,58.752377,25.331907,2020-03-26,538,1,8,0.19,1.49,98.33
Estonie,58.752377,25.331907,2020-03-25,404,1,8,0.25,1.98,97.77
Estonie,58.752377,25.331907,2020-03-24,369,0,7,0.00,1.90,98.10
Estonie,58.752377,25.331907,2020-03-23,352,0,4,0.00,1.14,98.86
Estonie,58.752377,25.331907,2020-03-22,326,0,4,0.00,1.23,98.77
Estonie,58.752377,25.331907,2020-03-21,306,0,1,0.00,0.33,99.67
Estonie,58.752377,25.331907,2020-03-20,283,0,1,0.00,0.35,99.65
Estonie,58.752377,25.331907,2020-03-19,267,0,1,0.00,0.37,99.63
Estonie,58.752377,25.331907,2020-03-18,258,0,1,0.00,0.39,99.61
Estonie,58.752377,25.331907,2020-03-17,225,0,1,0.00,0.44,99.56
Estonie,58.752377,25.331907,2020-03-16,205,0,1,0.00,0.49,99.51
Estonie,58.752377,25.331907,2020-03-15,171,0,1,0.00,0.58,99.42
Estonie,58.752377,25.331907,2020-03-14,115,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-13,79,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-12,16,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-11,16,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-10,12,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-09,10,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-08,10,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-07,10,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-06,10,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-05,3,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-04,2,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-03,2,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-02,1,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-03-01,1,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-02-29,1,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-02-28,1,0,0,0.00,0.00,100.00
Estonie,58.752377,25.331907,2020-02-27,1,0,0,0.00,0.00,100.00
Finlande,63.763860,26.078146,2020-04-28,4740,199,2800,4.20,59.07,36.73
Finlande,63.763860,26.078146,2020-04-27,4695,193,2500,4.11,53.25,42.64
Finlande,63.763860,26.078146,2020-04-26,4576,190,2500,4.15,54.63,41.22
Finlande,63.763860,26.078146,2020-04-25,4475,186,2500,4.16,55.87,39.98
Finlande,63.763860,26.078146,2020-04-24,4395,177,2500,4.03,56.88,39.09
Finlande,63.763860,26.078146,2020-04-23,4284,172,2000,4.01,46.69,49.30
Finlande,63.763860,26.078146,2020-04-22,4129,149,2000,3.61,48.44,47.95
Finlande,63.763860,26.078146,2020-04-21,4014,141,2000,3.51,49.83,46.66
Finlande,63.763860,26.078146,2020-04-20,3868,98,2000,2.53,51.71,45.76
Finlande,63.763860,26.078146,2020-04-19,3783,94,1700,2.48,44.94,52.58
Finlande,63.763860,26.078146,2020-04-18,3681,90,1700,2.44,46.18,51.37
Finlande,63.763860,26.078146,2020-04-17,3489,82,1700,2.35,48.72,48.93
Finlande,63.763860,26.078146,2020-04-16,3369,75,1700,2.23,50.46,47.31
Finlande,63.763860,26.078146,2020-04-15,3237,72,300,2.22,9.27,88.51
Finlande,63.763860,26.078146,2020-04-14,3161,64,300,2.02,9.49,88.48
Finlande,63.763860,26.078146,2020-04-13,3064,59,300,1.93,9.79,88.28
Finlande,63.763860,26.078146,2020-04-12,2974,56,300,1.88,10.09,88.03
Finlande,63.763860,26.078146,2020-04-11,2905,49,300,1.69,10.33,87.99
Finlande,63.763860,26.078146,2020-04-10,2769,48,300,1.73,10.83,87.43
Finlande,63.763860,26.078146,2020-04-09,2605,42,300,1.61,11.52,86.87
Finlande,63.763860,26.078146,2020-04-08,2487,40,300,1.61,12.06,86.33
Finlande,63.763860,26.078146,2020-04-07,2308,34,300,1.47,13.00,85.53
Finlande,63.763860,26.078146,2020-04-06,2176,27,300,1.24,13.79,84.97
Finlande,63.763860,26.078146,2020-04-05,1927,28,300,1.45,15.57,82.98
Finlande,63.763860,26.078146,2020-04-04,1882,25,300,1.33,15.94,82.73
Finlande,63.763860,26.078146,2020-04-03,1615,20,300,1.24,18.58,80.19
Finlande,63.763860,26.078146,2020-04-02,1518,19,300,1.25,19.76,78.99
Finlande,63.763860,26.078146,2020-04-01,1446,17,10,1.18,0.69,98.13
Finlande,63.763860,26.078146,2020-03-31,1418,17,10,1.20,0.71,98.10
Finlande,63.763860,26.078146,2020-03-30,1352,13,10,0.96,0.74,98.30
Finlande,63.763860,26.078146,2020-03-29,1240,11,10,0.89,0.81,98.31
Finlande,63.763860,26.078146,2020-03-28,1167,9,10,0.77,0.86,98.37
Finlande,63.763860,26.078146,2020-03-27,1041,7,10,0.67,0.96,98.37
Finlande,63.763860,26.078146,2020-03-26,958,5,10,0.52,1.04,98.43
Finlande,63.763860,26.078146,2020-03-25,880,3,10,0.34,1.14,98.52
Finlande,63.763860,26.078146,2020-03-24,792,1,10,0.13,1.26,98.61
Finlande,63.763860,26.078146,2020-03-23,700,1,10,0.14,1.43,98.43
Finlande,63.763860,26.078146,2020-03-22,626,1,10,0.16,1.60,98.24
Finlande,63.763860,26.078146,2020-03-21,523,1,10,0.19,1.91,97.90
Finlande,63.763860,26.078146,2020-03-20,450,0,10,0.00,2.22,97.78
Finlande,63.763860,26.078146,2020-03-19,400,0,10,0.00,2.50,97.50
Finlande,63.763860,26.078146,2020-03-18,336,0,10,0.00,2.98,97.02
Finlande,63.763860,26.078146,2020-03-17,321,0,10,0.00,3.12,96.88
Finlande,63.763860,26.078146,2020-03-16,277,0,10,0.00,3.61,96.39
Finlande,63.763860,26.078146,2020-03-15,244,0,10,0.00,4.10,95.90
Finlande,63.763860,26.078146,2020-03-14,225,0,1,0.00,0.44,99.56
Finlande,63.763860,26.078146,2020-03-13,155,0,1,0.00,0.65,99.35
Finlande,63.763860,26.078146,2020-03-12,59,0,1,0.00,1.69,98.31
Finlande,63.763860,26.078146,2020-03-11,59,0,1,0.00,1.69,98.31
Finlande,63.763860,26.078146,2020-03-10,40,0,1,0.00,2.50,97.50
Finlande,63.763860,26.078146,2020-03-09,30,0,1,0.00,3.33,96.67
Finlande,63.763860,26.078146,2020-03-08,23,0,1,0.00,4.35,95.65
